StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,BFI_1,BFI_2,BFI_3,BFI_4,BFI_5,BFI_6,BFI_7,BFI_8,BFI_9,BFI_10,BFI_11,BFI_12,BFI_13,BFI_14,BFI_15,BFI_DO,EC_1,EC_2,EC_3,EC_4,EC_5,EC_6,EC_7,EC_DO,Attach_1,Attach_2,Attach_3,Attach_4,Attach_5,Attach_6,Attach_7,Attach_8,Attach_9,Attach_DO,RNSF1_1,RNSF1_2,RNSF1_3,RNSF1_4,RNSF1_5,RNSF1_6,RNSF1_7,RNSF1_8,RNSF1_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_10,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_5,KM_CSR_DO,KM_M_1,KM_M_2,KM_M_3,KM_M_4,KM_M_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,RNSF2_1,RNSF2_2,RNSF2_3,RNSF2_4,RNSF2_5,RNSF2_6,RNSF2_7,RNSF2_8,RNSF2_DO,Q12.1,Q12.1_DO,Q12.4,Q12.2,Q12.2_2_TEXT,Q12.3,Gender,Gender_7_TEXT,Age_1,Race,Race_10_TEXT,Education,Student,Employed,Income,SexualOr,SexualOr_6_TEXT,SC0,id,FL_3_DO,FL_5_DO
2021-04-21 22:50:29,2021-04-21 23:04:45,0,95.214.66.65,100,855,1,2021-04-21 23:04:46,R_00RsBDM5zynfsVX,,,,,60.1717071533203125,24.934906005859375,anonymous,EN-GB,1,5,1,5,5,1,2,4,4,4,1,2,5,5,3,5,1|11|7|8|5|9|4|14|2|10|15|13|3|12|6,1,4,3,4,1,4,1,1|2|4|6|7|5|3,1,1,1,1,1,7,1,3,7,9|4|7|8|2|6|3|1|5,3,3,3,2,5,1,1,2,1|2|8|7|3|5|4|6,1,1,1,4,2,1,2,2,6,5,4,3,8|7|12|2|5|3|10|4|11|9|6|1,4,4,4,4,1,5|2|1|4|3,1,5,1,1,3|1|4|2,4,1,2,2,1|3|2,1,2,4,3,4,3,2,3,2|1|8|5|6|4|3|7,3,4|5|7|2|3|6,2,1,,2,0,,19,3,,3,1,0,3,0,,223,3819,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-22 04:17:40,2021-04-22 04:41:27,0,183.233.88.87,100,1426,1,2021-04-22 04:41:27,R_3JflQTQrDea99tN,,,,,22.533294677734375,114.13330078125,anonymous,EN-GB,1,3,5,3,4,5,3,2,3,3,1,4,2,4,2,5,11|13|7|10|12|2|1|5|9|6|15|14|3|8|4,2,2,3,4,2,4,4,5|3|6|2|7|4|1,6,7,4,4,1,1,2,2,5,6|7|3|5|8|2|4|9|1,5,5,4,4,2,1,1,1,7|5|4|3|8|1|2|6,1,1,1,1,1,1,1,1,1,4,2,2,11|3|6|8|1|7|12|2|10|4|9|5,2,1,1,2,1,1|2|5|3|4,1,2,2,1,3|2|1|4,4,2,1,1,1|3|2,5,5,5,4,1,1,1,1,4|6|5|7|1|2|8|3,7,5|4|3|7|2|6,2,1,,1,0,,18,3,,1,1,0,1,0,,210,3423,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-22 09:11:19,2021-04-22 09:20:32,0,79.66.19.246,100,552,1,2021-04-22 09:20:32,R_12RsZAy3YnST6U9,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,4,5,5,4,2,2,4,5,4,5,1,4,5,1,2,12|6|13|4|2|10|14|5|7|15|11|9|1|8|3,4,4,2,2,2,5,4,5|2|4|7|1|3|6,5,2,7,6,7,7,7,6,7,4|7|1|9|3|6|5|2|8,4,2,3,3,4,2,4,5,5|2|1|8|3|4|6|7,1,1,1,1,1,1,1,1,1,1,2,1,11|9|12|1|10|6|4|3|5|2|8|7,1,1,1,3,1,1|2|4|3|5,1,5,1,1,1|4|3|2,3,1,1,2,1|3|2,4,4,4,4,2,2,5,2,6|2|7|4|3|8|5|1,7,5|6|4|2|7|3,2,1,,1,0,,18,4,,1,1,1,2,0,,194,3501,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-22 11:32:29,2021-04-22 11:46:07,0,192.41.114.228,100,817,1,2021-04-22 11:46:07,R_4NGHL2XqcKg9GbD,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,2,4,4,5,5,4,1,4,4,1,4,4,3,4,4,6|2|7|15|3|10|5|11|8|4|14|1|9|12|13,5,1,5,1,1,5,3,2|5|1|4|6|7|3,6,5,6,4,3,5,5,3,4,7|9|8|2|3|1|4|6|5,4,4,5,4,4,2,3,1,3|7|5|4|2|6|1|8,3,1,5,3,3,5,6,4,4,6,6,4,12|3|1|5|4|9|6|11|7|8|10|2,5,6,5,6,1,1|3|5|4|2,4,2,5,3,3|1|4|2,6,4,5,5,2|3|1,3,4,4,4,3,3,3,2,8|7|3|4|5|1|2|6,3,3|2|6|5|4|7,2,1,,1,0,,18,0,,1,1,0,3,0,,281,3937,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-22 12:01:24,2021-04-22 12:11:49,0,94.204.197.21,100,625,1,2021-04-22 12:11:49,R_YWAdsDqhQzSa4Kd,,,,,25.2633056640625,55.3087005615234375,anonymous,EN-GB,1,2,3,2,3,5,5,4,4,4,1,3,2,4,2,4,13|6|8|10|14|3|12|2|4|9|11|5|15|1|7,4,1,4,1,1,4,2,5|7|2|3|6|1|4,6,5,5,2,4,4,3,3,6,7|1|5|8|6|4|2|3|9,5,5,4,5,2,2,2,2,7|8|3|6|5|2|4|1,2,2,2,2,2,2,1,2,1,2,2,2,9|7|11|5|8|4|1|12|6|3|10|2,2,2,2,4,1,4|2|1|3|5,4,3,4,4,1|2|3|4,4,4,4,4,1|3|2,4,4,4,4,2,2,3,2,6|7|2|5|4|8|1|3,7,4|6|5|3|2|7,2,1,,1,0,,18,4,,1,1,0,5,0,,246,3737,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-22 12:20:42,2021-04-22 12:29:19,0,77.103.18.152,100,517,1,2021-04-22 12:29:20,R_1PYQ63QHkag8iyX,,,,,55.9550933837890625,-3.1999969482421875,anonymous,EN-GB,1,2,5,4,3,4,4,2,4,3,2,4,4,5,5,4,12|1|14|9|13|11|8|10|6|7|3|15|5|2|4,4,1,4,1,1,4,4,5|2|6|1|4|3|7,7,6,6,6,4,6,2,3,3,7|6|5|9|8|1|2|3|4,4,4,4,4,2,2,2,1,3|5|6|4|7|2|1|8,4,1,5,4,6,6,5,6,2,5,5,3,11|7|5|10|8|2|1|12|6|3|4|9,4,5,5,6,1,1|3|5|2|4,4,5,4,5,3|1|4|2,6,6,5,6,2|3|1,5,4,4,4,1,1,1,1,2|7|4|6|5|3|8|1,3,4|2|7|3|5|6,2,1,,1,0,,18,0,,1,1,0,5,0,,289,3645,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-22 12:25:30,2021-04-22 12:33:02,0,192.41.114.224,100,451,1,2021-04-22 12:33:02,R_3oSHsbrK4lMGgzv,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,3,5,2,5,5,4,2,4,4,2,2,2,4,2,4,10|9|8|15|2|5|1|6|12|13|4|11|3|14|7,4,1,4,2,2,4,4,1|6|5|2|4|7|3,6,2,4,3,5,5,7,7,6,5|2|1|6|7|4|3|9|8,4,3,4,4,2,1,2,1,5|1|7|4|8|3|2|6,1,1,1,1,2,2,1,1,1,1,3,2,1|11|12|10|9|3|8|2|7|6|5|4,1,1,1,1,1,4|3|1|2|5,1,1,3,1,2|3|4|1,4,3,2,3,3|1|2,4,4,4,4,2,2,1,1,2|7|5|6|3|8|1|4,3,3|2|7|6|5|4,2,1,,1,0,,18,0,,1,1,1,5,0,,236,3510,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-22 13:07:20,2021-04-22 13:20:39,0,192.41.114.230,100,799,1,2021-04-22 13:20:40,R_3qgwKoItHgDHYRl,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,3,5,1,4,5,2,2,4,3,1,4,4,5,4,5,13|12|7|4|9|3|11|5|14|1|6|10|2|15|8,5,1,5,1,1,5,5,5|3|4|7|1|6|2,7,5,7,5,2,3,5,5,6,3|4|1|7|5|9|2|8|6,4,4,4,4,4,2,4,1,8|1|3|2|7|6|5|4,2,1,1,1,7,5,1,1,1,7,6,6,8|4|5|7|11|3|2|9|10|6|12|1,4,6,6,7,1,2|5|3|1|4,2,1,6,3,1|3|4|2,7,7,4,5,1|2|3,4,5,5,4,2,2,3,1,4|5|2|6|3|8|7|1,7,2|7|4|6|3|5,2,1,,1,0,,20,0,,1,1,0,0,0,,273,3906,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-22 18:00:09,2021-04-22 18:13:34,0,51.141.26.52,100,804,1,2021-04-22 18:13:34,R_3Mmt1vhu4RDiiwZ,,,,,51.52099609375,-3.203704833984375,anonymous,EN-GB,1,3,5,3,4,4,4,3,4,4,2,3,2,4,2,3,15|9|7|6|12|4|3|14|13|5|11|1|2|10|8,4,3,3,2,2,4,4,3|5|7|1|4|6|2,4,3,2,5,4,5,2,1,2,8|3|6|2|1|7|9|4|5,2,4,4,3,2,2,2,4,7|6|4|5|3|2|1|8,5,5,3,3,5,4,4,3,4,5,4,5,8|6|11|1|12|3|4|7|2|10|9|5,4,4,4,3,1,4|5|2|1|3,4,4,5,4,2|3|4|1,6,6,6,6,3|2|1,3,4,4,4,4,4,4,4,4|3|8|2|5|7|6|1,,5|6|3|4|7|2,2,1,,1,0,,18,3,,1,1,0,3,0,,261,3910,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-22 18:45:39,2021-04-22 19:06:04,0,82.31.104.223,100,1225,1,2021-04-22 19:06:04,R_p5WCOajko6JxuZH,,,,,55.9550933837890625,-3.1999969482421875,anonymous,EN-GB,1,4,4,5,5,4,1,2,5,4,4,2,4,3,1,1,6|9|1|2|8|11|4|12|5|7|14|13|3|10|15,4,2,3,2,1,4,5,4|5|2|6|1|3|7,7,5,6,4,2,3,6,4,6,8|6|9|3|7|1|2|4|5,5,4,4,4,2,2,3,2,7|5|2|1|4|8|3|6,1,1,1,1,1,1,1,1,1,4,1,1,4|12|10|7|3|6|1|8|11|2|5|9,1,1,1,1,1,1|5|2|4|3,1,1,1,1,1|4|2|3,3,1,1,1,3|2|1,4,4,4,4,2,1,2,1,2|6|8|4|5|1|3|7,7,5|4|2|7|6|3,2,1,,1,0,,19,0,,1,1,0,1,4,,194,3612,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-22 21:52:10,2021-04-22 22:09:18,0,5.151.91.128,100,1028,1,2021-04-22 22:09:19,R_1l0GhNeD4gEuFLt,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,3,3,4,5,5,3,2,4,4,1,3,4,3,2,4,5|4|9|7|12|15|3|2|11|10|14|8|1|13|6,2,3,4,2,2,3,2,7|2|4|6|5|3|1,5,4,5,5,6,5,5,5,3,4|9|3|5|1|7|8|6|2,4,4,4,4,4,2,2,3,5|4|2|6|1|7|8|3,3,1,1,2,4,5,2,3,2,4,2,3,1|4|5|10|9|7|6|8|12|2|3|11,4,4,4,4,1,5|4|1|3|2,5,4,3,5,3|4|2|1,4,4,4,4,2|1|3,4,4,4,4,4,2,3,3,7|5|8|4|3|1|2|6,3,5|7|6|3|2|4,1,2,No audio,1,0,,19,5,,1,1,0,2,0,,250,3669,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-22 03:53:12,2021-04-22 03:59:43,0,117.152.189.236,31,390,0,2021-04-23 03:59:45,R_1Cvekzx9hpWlsiO,,,,,,,anonymous,EN-GB,1,4,4,2,2,4,4,2,2,2,3,4,3,3,4,4,10|6|13|7|4|12|8|2|1|14|5|15|3|9|11,4,2,4,4,1,4,4,4|5|6|7|2|1|3,5,5,3,3,6,3,3,5,3,9|5|3|8|7|6|1|2|4,3,4,4,5,3,2,2,1,4|8|5|1|6|7|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,3960,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-23 08:21:27,2021-04-23 09:10:46,0,154.13.29.88,100,2959,1,2021-04-23 09:10:47,R_2TAbrFpDUcpmVmH,,,,,39.610198974609375,-75.6746978759765625,anonymous,EN-GB,1,5,5,2,2,3,4,2,1,3,3,5,3,5,3,4,15|13|2|10|12|3|11|8|4|6|14|1|9|7|5,5,2,5,3,1,5,4,4|6|2|7|5|1|3,7,5,7,2,2,6,5,2,4,5|9|6|2|7|3|1|8|4,5,5,5,5,1,3,1,1,3|4|6|1|7|8|5|2,6,1,1,4,6,4,1,1,1,4,4,5,10|3|1|5|12|2|9|8|7|6|11|4,1,5,6,4,1,4|1|2|5|3,5,5,5,6,1|4|3|2,6,5,2,2,2|3|1,4,5,5,5,1,1,1,1,4|1|3|2|7|6|5|8,7,4|5|3|7|6|2,1,1,,1,0,,18,3,,3,1,0,3,4,,284,3771,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-23 09:25:08,2021-04-23 09:36:18,0,86.183.197.69,100,669,1,2021-04-23 09:36:18,R_9FgAbamrWzyxbzj,,,,,53.4907073974609375,-1.4253997802734375,anonymous,EN-GB,1,5,5,4,3,5,2,2,3,4,1,2,3,4,4,3,13|14|11|6|9|15|3|2|8|5|1|12|7|4|10,4,2,5,1,1,5,4,7|4|6|3|1|2|5,7,7,6,2,3,2,5,2,2,6|1|7|8|4|9|5|3|2,4,5,5,5,2,2,3,1,6|1|7|2|5|4|8|3,7,4,1,4,2,6,2,2,2,6,4,4,4|5|8|9|1|10|12|11|3|7|6|2,5,5,5,5,1,2|3|5|4|1,1,1,1,1,4|3|1|2,4,5,5,5,1|2|3,4,4,4,4,2,2,1,1,3|4|5|1|2|6|8|7,3,3|6|7|4|2|5,2,1,,1,0,,18,0,,1,1,0,0,4,,256,3718,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-22 20:55:27,2021-04-23 10:23:27,0,213.205.241.83,100,48480,1,2021-04-23 10:23:27,R_3qkw7989ymMtz4t,,,,,51.49859619140625,0.044097900390625,anonymous,EN-GB,1,2,5,1,4,4,4,2,3,3,2,4,3,5,2,3,11|6|12|13|14|2|7|4|10|3|9|8|1|5|15,3,1,3,4,2,4,5,7|2|5|6|3|1|4,7,5,6,3,3,1,6,5,6,7|8|1|4|5|9|6|3|2,4,4,4,5,2,1,4,2,7|3|4|5|2|1|8|6,1,2,6,4,6,4,2,4,2,3,5,4,4|10|1|7|9|5|11|3|8|2|6|12,7,4,5,5,1,1|5|3|2|4,5,4,6,3,1|2|3|4,6,6,5,5,1|3|2,4,5,4,4,1,2,2,3,4|2|1|6|7|5|8|3,3,2|5|7|4|6|3,2,1,,1,0,,19,0,,1,1,0,0,4,,282,3677,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-23 11:01:41,2021-04-23 11:14:32,0,47.57.4.86,100,771,1,2021-04-23 11:14:33,R_1Csbm9fWaaJTl5v,,,,,23.11810302734375,113.25390625,anonymous,EN-GB,1,3,3,3,2,2,4,2,4,2,2,4,2,3,4,3,8|9|5|12|7|4|14|6|15|11|10|1|13|3|2,4,3,3,3,2,2,3,3|6|4|2|5|7|1,5,5,3,4,3,5,3,3,3,6|3|7|4|9|8|1|2|5,4,4,4,4,2,2,2,2,8|6|4|5|1|3|7|2,1,2,3,1,4,4,1,2,1,2,1,1,10|6|2|4|1|11|8|9|3|7|12|5,3,3,3,2,1,1|2|3|5|4,1,1,3,2,4|3|2|1,5,4,4,4,2|1|3,4,4,4,4,1,1,1,1,5|2|7|3|8|6|4|1,3,6|2|5|4|7|3,2,1,,1,0,,21,3,,1,1,0,3,4,,225,3398,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-23 11:57:19,2021-04-23 12:13:36,0,192.41.114.226,100,977,1,2021-04-23 12:13:36,R_32XajWbaTkyW5FS,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,2,4,2,4,4,5,4,4,5,1,5,2,4,2,4,2|9|12|10|8|3|7|6|15|11|4|13|5|14|1,3,2,4,2,2,3,3,2|3|7|1|5|4|6,3,2,6,2,3,6,6,6,7,3|4|2|5|1|9|8|6|7,4,4,2,3,3,3,4,2,1|5|3|6|7|2|4|8,1,1,1,1,4,1,1,1,1,7,6,5,12|9|10|2|7|8|3|6|11|1|5|4,1,2,2,1,1,2|3|5|1|4,2,1,1,1,1|3|2|4,5,1,1,1,3|2|1,3,4,4,3,3,3,4,2,5|8|7|1|2|3|4|6,7,2|5|4|7|3|6,2,1,,1,0,,20,0,,1,1,0,4,0,,225,3650,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-23 12:14:05,2021-04-23 12:30:41,0,5.151.91.128,100,995,1,2021-04-23 12:30:41,R_2y2UC6tVzeqoypR,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,2,4,4,4,2,4,4,5,4,4,2,2,4,2,2,2|4|7|9|8|10|1|13|11|12|5|14|15|3|6,4,2,5,2,1,5,4,7|2|4|1|5|3|6,7,7,7,7,2,2,3,5,5,3|4|5|2|7|6|9|8|1,5,5,5,5,2,2,2,1,4|2|8|5|6|7|1|3,1,1,1,1,1,1,1,1,1,2,1,1,4|6|10|11|7|1|5|3|12|2|8|9,1,1,1,1,1,5|1|2|4|3,1,1,1,1,3|4|1|2,2,1,1,1,3|1|2,5,5,5,5,2,1,1,1,8|1|6|2|7|5|4|3,7,6|2|7|3|5|4,2,1,,1,0,,20,0,,1,1,0,5,0,,193,3738,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-23 12:42:43,2021-04-23 12:56:54,0,149.28.200.63,100,851,1,2021-04-23 12:56:54,R_1LbYb6fY83R88eo,,,,,37.3386993408203125,-121.8914031982421875,anonymous,EN-GB,1,5,1,2,4,4,3,2,4,2,1,1,1,4,3,4,9|11|5|6|10|2|15|7|12|1|14|8|4|3|13,2,4,4,4,2,2,1,6|2|3|5|7|1|4,4,2,3,1,6,6,5,7,5,5|1|6|9|8|2|4|7|3,4,4,5,4,4,2,2,2,5|3|7|8|1|2|4|6,4,3,1,1,3,2,4,4,1,1,3,2,10|11|7|5|8|3|6|12|2|4|9|1,3,1,2,1,1,2|4|1|5|3,1,1,3,1,1|2|4|3,4,3,4,4,1|2|3,4,4,4,4,1,1,2,1,5|3|4|6|7|2|1|8,3,7|2|4|3|5|6,2,1,,1,0,,19,3,,3,1,0,4,4,,239,3947,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-23 15:38:56,2021-04-23 15:49:07,0,117.90.247.100,100,610,1,2021-04-23 15:49:07,R_1Ka2AO9FvPb1Ya5,,,,,32.210906982421875,119.455108642578125,anonymous,EN-GB,1,4,3,3,4,4,3,4,4,4,3,2,3,3,3,4,15|4|11|2|1|12|8|7|14|6|9|10|13|5|3,2,2,4,2,2,4,3,2|6|7|4|3|1|5,4,4,4,5,5,5,6,6,6,8|4|7|1|5|2|9|3|6,3,3,3,3,4,3,4,3,4|5|6|8|2|1|7|3,4,4,5,4,5,3,4,4,6,4,5,4,12|11|6|3|7|10|5|2|4|1|8|9,4,5,4,5,5,2|4|1|5|3,5,3,5,4,4|3|1|2,4,4,3,4,3|1|2,3,3,4,3,4,3,4,3,7|2|8|4|5|3|6|1,4,4|5|2|3|7|6,2,1,,1,1,,19,3,,3,1,0,2,0,,261,3791,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-23 16:04:04,2021-04-23 16:29:43,0,5.151.5.196,100,1538,1,2021-04-23 16:29:43,R_3dGI6QNGC9SgZbj,,,,,55.9550933837890625,-3.1999969482421875,anonymous,EN-GB,1,5,5,4,1,5,5,3,1,2,1,4,5,5,4,5,6|10|13|3|15|5|2|1|14|9|12|11|8|4|7,1,2,4,5,4,5,4,6|2|7|5|3|4|1,1,5,1,1,6,7,1,1,4,5|2|4|3|7|8|9|1|6,5,5,5,4,1,1,1,1,4|2|5|6|8|7|1|3,1,1,1,1,1,1,1,1,4,1,1,1,1|9|11|12|4|10|7|5|8|3|2|6,1,1,1,1,1,4|3|1|5|2,1,1,1,1,3|1|2|4,1,1,1,1,1|3|2,5,5,5,5,1,1,1,5,4|2|1|5|8|7|6|3,7,4|6|3|5|7|2,2,1,,1,0,,18,5,,3,1,0,4,4,,227,3558,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-23 16:49:51,2021-04-23 17:11:13,0,192.41.114.227,100,1281,1,2021-04-23 17:11:13,R_3pnaifIRmrKAxfN,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,2,4,2,2,3,4,2,3,3,2,4,4,2,3,4,1|12|2|8|7|3|11|9|14|4|10|15|5|13|6,4,3,4,3,2,3,4,6|3|5|1|7|4|2,5,5,5,4,4,4,2,2,4,4|7|8|1|2|5|9|3|6,4,4,4,4,2,2,2,3,7|5|4|3|8|1|6|2,2,1,3,4,5,5,2,3,1,5,5,5,4|5|12|2|10|7|11|8|1|3|9|6,4,4,4,4,1,5|2|3|1|4,4,5,5,4,4|1|2|3,6,5,5,5,2|3|1,4,4,4,4,1,1,1,2,2|3|7|6|1|8|5|4,3,7|4|5|2|6|3,1,1,,1,1,,21,0,,,1,0,4,0,,262,3494,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
